,user_id,vehicle_model,battery_capacity_kWh,charging_station_id,charging_station_location,charging_start,charging_end,charging_duration_hours,charging_cost_usd,time_of_day,day_of_week,vehicle_age_years,charger_type,user_type,vehicle_brand,ev_type,logo,state_id,state_name,lat,lng,type_of_current,voltage,connector_type,connector_image
60,67,Nissan Leaf,100.0,334,San Francisco,2024-01-03 18:00:00,2024-01-03 21:04:00,1.6091,37.8753,Morning,Wednesday,2,Level 2,Long-Distance Traveler,NISSAN,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/727/223/png-clipart-nissan-navara-car-nissan-quest-nissan-juke-nissan-text-trademark-thumbnail.png,CA,California,37.7562,-122.443,AC,240V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
61,68,Nissan Leaf,85.0,413,Los Angeles,2024-01-03 19:00:00,2024-01-03 21:30:00,0.857582,13.7756,Afternoon,Saturday,6,DC Fast Charger,Casual Driver,NISSAN,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/727/223/png-clipart-nissan-navara-car-nissan-quest-nissan-juke-nissan-text-trademark-thumbnail.png,CA,California,34.1139,-118.407,DC,480V,CCS1,https://www.power-sonic.com/blog/ev-charging-connector-types/
62,70,BMW i3,50.0,35,Houston,2024-01-03 21:00:00,2024-01-03 22:47:00,3.60803,14.424,Night,Monday,4,Level 1,Long-Distance Traveler,BMW,Plug-in Hybrid Electric Vehicle (PHEV),https://e7.pngegg.com/pngimages/996/945/png-clipart-bmw-car-logo-bmw-logo-trademark-logo-thumbnail.png,TX,Texas,29.7863,-95.3889,AC,120V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
63,71,Tesla Model 3,75.0,79,San Francisco,2024-01-03 22:00:00,2024-01-04 01:01:00,3.28014,15.4708,Evening,Wednesday,3,Level 1,Commuter,TESLA,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/354/373/png-clipart-tesla-tesla-thumbnail.png,CA,California,37.7562,-122.443,AC,120V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
64,72,Hyundai Kona,75.0,67,Houston,2024-01-03 23:00:00,2024-01-04 00:36:00,0.947277,37.149,Evening,Saturday,1,DC Fast Charger,Long-Distance Traveler,HYUNDAI,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/78/359/png-clipart-hyundai-motor-company-car-hyundai-i30-hyundai-tucson-car-logo-emblem-trademark-thumbnail.png,TX,Texas,29.7863,-95.3889,DC,480V,CCS1,https://www.power-sonic.com/blog/ev-charging-connector-types/
65,73,Hyundai Kona,85.0,343,Chicago,2024-01-04 00:00:00,2024-01-04 02:24:00,1.56947,10.7096,Evening,Thursday,3,DC Fast Charger,Commuter,HYUNDAI,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/78/359/png-clipart-hyundai-motor-company-car-hyundai-i30-hyundai-tucson-car-logo-emblem-trademark-thumbnail.png,IL,Illinois,41.8373,-87.6862,DC,480V,CCS1,https://www.power-sonic.com/blog/ev-charging-connector-types/
66,74,Nissan Leaf,59.8327,413,Los Angeles,2024-01-04 01:00:00,2024-01-04 02:32:00,0.581505,15.1973,Night,Friday,2,Level 1,Long-Distance Traveler,NISSAN,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/727/223/png-clipart-nissan-navara-car-nissan-quest-nissan-juke-nissan-text-trademark-thumbnail.png,CA,California,34.1139,-118.407,AC,120V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
67,75,Hyundai Kona,85.0,34,Houston,2024-01-04 02:00:00,2024-01-04 04:22:00,2.28524,20.7665,Afternoon,Wednesday,4,Level 1,Casual Driver,HYUNDAI,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/78/359/png-clipart-hyundai-motor-company-car-hyundai-i30-hyundai-tucson-car-logo-emblem-trademark-thumbnail.png,TX,Texas,29.7863,-95.3889,AC,120V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
68,77,Tesla Model 3,100.0,169,San Francisco,2024-01-04 04:00:00,2024-01-04 05:17:00,3.86514,39.9317,Morning,Tuesday,0,Level 1,Long-Distance Traveler,TESLA,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/354/373/png-clipart-tesla-tesla-thumbnail.png,CA,California,37.7562,-122.443,AC,120V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
69,78,BMW i3,75.0,169,New York,2024-01-04 05:00:00,2024-01-04 08:40:00,3.341,17.6049,Afternoon,Monday,3,Level 2,Commuter,BMW,Plug-in Hybrid Electric Vehicle (PHEV),https://e7.pngegg.com/pngimages/996/945/png-clipart-bmw-car-logo-bmw-logo-trademark-logo-thumbnail.png,NY,New York,40.6943,-73.9249,AC,240V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
70,79,BMW i3,100.0,151,Houston,2024-01-04 06:00:00,2024-01-04 09:55:00,1.02882,39.3221,Evening,Friday,1,DC Fast Charger,Casual Driver,BMW,Plug-in Hybrid Electric Vehicle (PHEV),https://e7.pngegg.com/pngimages/996/945/png-clipart-bmw-car-logo-bmw-logo-trademark-logo-thumbnail.png,TX,Texas,29.7863,-95.3889,DC,480V,CCS1,https://www.power-sonic.com/blog/ev-charging-connector-types/
71,80,BMW i3,75.0,71,Houston,2024-01-04 07:00:00,2024-01-04 07:41:00,3.72937,15.683,Afternoon,Wednesday,0,Level 1,Commuter,BMW,Plug-in Hybrid Electric Vehicle (PHEV),https://e7.pngegg.com/pngimages/996/945/png-clipart-bmw-car-logo-bmw-logo-trademark-logo-thumbnail.png,TX,Texas,29.7863,-95.3889,AC,120V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
72,81,Hyundai Kona,48.0507,3,Los Angeles,2024-01-04 08:00:00,2024-01-04 11:05:00,0.691755,18.0118,Afternoon,Saturday,7,Level 2,Casual Driver,HYUNDAI,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/78/359/png-clipart-hyundai-motor-company-car-hyundai-i30-hyundai-tucson-car-logo-emblem-trademark-thumbnail.png,CA,California,34.1139,-118.407,AC,240V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
73,82,Tesla Model 3,50.0,314,San Francisco,2024-01-04 09:00:00,2024-01-04 12:21:00,2.72556,19.2835,Night,Friday,6,Level 1,Casual Driver,TESLA,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/354/373/png-clipart-tesla-tesla-thumbnail.png,CA,California,37.7562,-122.443,AC,120V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
74,84,Hyundai Kona,62.0,287,San Francisco,2024-01-04 11:00:00,2024-01-04 13:54:00,3.40864,39.6748,Night,Wednesday,1,Level 2,Casual Driver,HYUNDAI,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/78/359/png-clipart-hyundai-motor-company-car-hyundai-i30-hyundai-tucson-car-logo-emblem-trademark-thumbnail.png,CA,California,37.7562,-122.443,AC,240V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
75,85,Tesla Model 3,50.0,82,Houston,2024-01-04 12:00:00,2024-01-04 13:09:00,1.26112,19.8173,Morning,Friday,1,Level 1,Casual Driver,TESLA,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/354/373/png-clipart-tesla-tesla-thumbnail.png,TX,Texas,29.7863,-95.3889,AC,120V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
76,86,Tesla Model 3,100.0,43,Chicago,2024-01-04 13:00:00,2024-01-04 16:26:00,1.89443,18.0255,Afternoon,Wednesday,3,Level 1,Casual Driver,TESLA,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/354/373/png-clipart-tesla-tesla-thumbnail.png,IL,Illinois,41.8373,-87.6862,AC,120V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
77,87,Tesla Model 3,62.0,391,San Francisco,2024-01-04 14:00:00,2024-01-04 15:54:00,3.36696,18.0665,Afternoon,Wednesday,3,Level 2,Commuter,TESLA,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/354/373/png-clipart-tesla-tesla-thumbnail.png,CA,California,37.7562,-122.443,AC,240V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
78,88,Tesla Model 3,62.0,105,New York,2024-01-04 15:00:00,2024-01-04 16:26:00,2.60648,35.9713,Afternoon,Friday,2,Level 2,Casual Driver,TESLA,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/354/373/png-clipart-tesla-tesla-thumbnail.png,NY,New York,40.6943,-73.9249,AC,240V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
79,89,BMW i3,85.0,1,Los Angeles,2024-01-04 16:00:00,2024-01-04 17:56:00,1.46966,15.5508,Evening,Wednesday,1,Level 2,Long-Distance Traveler,BMW,Plug-in Hybrid Electric Vehicle (PHEV),https://e7.pngegg.com/pngimages/996/945/png-clipart-bmw-car-logo-bmw-logo-trademark-logo-thumbnail.png,CA,California,34.1139,-118.407,AC,240V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
80,90,Chevy Bolt,75.0,61,San Francisco,2024-01-04 17:00:00,2024-01-04 18:53:00,2.54314,12.2783,Night,Tuesday,7,Level 2,Casual Driver,CHEVROLET,Battery Electric Vehicle (BEV),https://w7.pngwing.com/pngs/75/157/png-transparent-chevrolet-silverado-general-motors-car-logo-chevrolet-angle-emblem-logo-thumbnail.png,CA,California,37.7562,-122.443,AC,240V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
81,91,Chevy Bolt,50.0,270,San Francisco,2024-01-04 18:00:00,2024-01-04 21:41:00,1.07966,13.7798,Night,Friday,0,Level 2,Long-Distance Traveler,CHEVROLET,Battery Electric Vehicle (BEV),https://w7.pngwing.com/pngs/75/157/png-transparent-chevrolet-silverado-general-motors-car-logo-chevrolet-angle-emblem-logo-thumbnail.png,CA,California,37.7562,-122.443,AC,240V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
82,92,Tesla Model 3,62.0,180,New York,2024-01-04 19:00:00,2024-01-04 22:52:00,2.93039,15.8894,Evening,Saturday,4,Level 1,Commuter,TESLA,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/354/373/png-clipart-tesla-tesla-thumbnail.png,NY,New York,40.6943,-73.9249,AC,120V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
83,93,Chevy Bolt,85.0,224,Houston,2024-01-04 20:00:00,2024-01-04 23:34:00,0.929487,10.3957,Night,Sunday,6,DC Fast Charger,Long-Distance Traveler,CHEVROLET,Battery Electric Vehicle (BEV),https://w7.pngwing.com/pngs/75/157/png-transparent-chevrolet-silverado-general-motors-car-logo-chevrolet-angle-emblem-logo-thumbnail.png,TX,Texas,29.7863,-95.3889,DC,480V,CCS1,https://www.power-sonic.com/blog/ev-charging-connector-types/
84,94,Chevy Bolt,75.0,6,Los Angeles,2024-01-04 21:00:00,2024-01-04 23:30:00,3.51501,21.2636,Morning,Friday,3,Level 2,Casual Driver,CHEVROLET,Battery Electric Vehicle (BEV),https://w7.pngwing.com/pngs/75/157/png-transparent-chevrolet-silverado-general-motors-car-logo-chevrolet-angle-emblem-logo-thumbnail.png,CA,California,34.1139,-118.407,AC,240V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
85,95,Tesla Model 3,85.0,103,San Francisco,2024-01-04 22:00:00,2024-01-05 01:51:00,2.3424,33.8184,Evening,Tuesday,7,DC Fast Charger,Casual Driver,TESLA,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/354/373/png-clipart-tesla-tesla-thumbnail.png,CA,California,37.7562,-122.443,DC,480V,CCS1,https://www.power-sonic.com/blog/ev-charging-connector-types/
86,97,Hyundai Kona,75.0,71,San Francisco,2024-01-05 00:00:00,2024-01-05 02:16:00,3.82901,38.0937,Morning,Tuesday,0,Level 2,Casual Driver,HYUNDAI,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/78/359/png-clipart-hyundai-motor-company-car-hyundai-i30-hyundai-tucson-car-logo-emblem-trademark-thumbnail.png,CA,California,37.7562,-122.443,AC,240V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
87,99,Nissan Leaf,62.0,226,San Francisco,2024-01-05 02:00:00,2024-01-05 05:47:00,3.34839,9.53121,Evening,Saturday,1,DC Fast Charger,Casual Driver,NISSAN,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/727/223/png-clipart-nissan-navara-car-nissan-quest-nissan-juke-nissan-text-trademark-thumbnail.png,CA,California,37.7562,-122.443,DC,480V,CCS1,https://www.power-sonic.com/blog/ev-charging-connector-types/
88,102,Tesla Model 3,100.0,405,San Francisco,2024-01-05 05:00:00,2024-01-05 06:12:00,4.12306,26.0002,Morning,Wednesday,0,DC Fast Charger,Long-Distance Traveler,TESLA,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/354/373/png-clipart-tesla-tesla-thumbnail.png,CA,California,37.7562,-122.443,DC,480V,CCS1,https://www.power-sonic.com/blog/ev-charging-connector-types/
89,103,BMW i3,75.0,126,Chicago,2024-01-05 06:00:00,2024-01-05 08:28:00,3.11851,18.5884,Morning,Wednesday,4,Level 2,Long-Distance Traveler,BMW,Plug-in Hybrid Electric Vehicle (PHEV),https://e7.pngegg.com/pngimages/996/945/png-clipart-bmw-car-logo-bmw-logo-trademark-logo-thumbnail.png,IL,Illinois,41.8373,-87.6862,AC,240V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
90,104,Nissan Leaf,95.1537,444,New York,2024-01-05 07:00:00,2024-01-05 07:52:00,1.95618,31.2384,Night,Thursday,1,Level 2,Long-Distance Traveler,NISSAN,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/727/223/png-clipart-nissan-navara-car-nissan-quest-nissan-juke-nissan-text-trademark-thumbnail.png,NY,New York,40.6943,-73.9249,AC,240V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
91,105,Tesla Model 3,85.0,209,New York,2024-01-05 08:00:00,2024-01-05 11:04:00,2.52551,22.4871,Evening,Sunday,6,Level 2,Commuter,TESLA,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/354/373/png-clipart-tesla-tesla-thumbnail.png,NY,New York,40.6943,-73.9249,AC,240V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
92,106,Hyundai Kona,62.0,97,San Francisco,2024-01-05 09:00:00,2024-01-05 12:35:00,3.60445,29.0163,Night,Sunday,6,DC Fast Charger,Long-Distance Traveler,HYUNDAI,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/78/359/png-clipart-hyundai-motor-company-car-hyundai-i30-hyundai-tucson-car-logo-emblem-trademark-thumbnail.png,CA,California,37.7562,-122.443,DC,480V,CCS1,https://www.power-sonic.com/blog/ev-charging-connector-types/
93,107,Chevy Bolt,85.0,74,Chicago,2024-01-05 10:00:00,2024-01-05 11:06:00,1.4878,35.2419,Afternoon,Wednesday,6,DC Fast Charger,Long-Distance Traveler,CHEVROLET,Battery Electric Vehicle (BEV),https://w7.pngwing.com/pngs/75/157/png-transparent-chevrolet-silverado-general-motors-car-logo-chevrolet-angle-emblem-logo-thumbnail.png,IL,Illinois,41.8373,-87.6862,DC,480V,CCS1,https://www.power-sonic.com/blog/ev-charging-connector-types/
94,108,BMW i3,147.395,115,San Francisco,2024-01-05 11:00:00,2024-01-05 13:43:00,3.14625,11.0377,Evening,Tuesday,6,Level 1,Long-Distance Traveler,BMW,Plug-in Hybrid Electric Vehicle (PHEV),https://e7.pngegg.com/pngimages/996/945/png-clipart-bmw-car-logo-bmw-logo-trademark-logo-thumbnail.png,CA,California,37.7562,-122.443,AC,120V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
95,109,Chevy Bolt,50.0,191,San Francisco,2024-01-05 12:00:00,2024-01-05 13:34:00,3.06902,32.9093,Afternoon,Thursday,3,DC Fast Charger,Commuter,CHEVROLET,Battery Electric Vehicle (BEV),https://w7.pngwing.com/pngs/75/157/png-transparent-chevrolet-silverado-general-motors-car-logo-chevrolet-angle-emblem-logo-thumbnail.png,CA,California,37.7562,-122.443,DC,480V,CCS1,https://www.power-sonic.com/blog/ev-charging-connector-types/
96,111,Tesla Model 3,62.0,170,Los Angeles,2024-01-05 14:00:00,2024-01-05 17:27:00,0.911152,19.7814,Evening,Tuesday,5,Level 1,Long-Distance Traveler,TESLA,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/354/373/png-clipart-tesla-tesla-thumbnail.png,CA,California,34.1139,-118.407,AC,120V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
97,112,Chevy Bolt,100.0,307,Chicago,2024-01-05 15:00:00,2024-01-05 15:51:00,2.43079,13.7868,Afternoon,Monday,5,Level 2,Commuter,CHEVROLET,Battery Electric Vehicle (BEV),https://w7.pngwing.com/pngs/75/157/png-transparent-chevrolet-silverado-general-motors-car-logo-chevrolet-angle-emblem-logo-thumbnail.png,IL,Illinois,41.8373,-87.6862,AC,240V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
98,113,Hyundai Kona,100.0,448,Houston,2024-01-05 16:00:00,2024-01-05 18:14:00,2.44935,7.87092,Night,Sunday,1,DC Fast Charger,Casual Driver,HYUNDAI,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/78/359/png-clipart-hyundai-motor-company-car-hyundai-i30-hyundai-tucson-car-logo-emblem-trademark-thumbnail.png,TX,Texas,29.7863,-95.3889,DC,480V,CCS1,https://www.power-sonic.com/blog/ev-charging-connector-types/
99,114,Chevy Bolt,85.0,204,Los Angeles,2024-01-05 17:00:00,2024-01-05 18:57:00,1.8374,9.16415,Evening,Saturday,5,DC Fast Charger,Long-Distance Traveler,CHEVROLET,Battery Electric Vehicle (BEV),https://w7.pngwing.com/pngs/75/157/png-transparent-chevrolet-silverado-general-motors-car-logo-chevrolet-angle-emblem-logo-thumbnail.png,CA,California,34.1139,-118.407,DC,480V,CCS1,https://www.power-sonic.com/blog/ev-charging-connector-types/
100,116,Hyundai Kona,100.0,208,New York,2024-01-05 19:00:00,2024-01-05 21:34:00,2.46369,17.5416,Morning,Monday,3,Level 1,Long-Distance Traveler,HYUNDAI,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/78/359/png-clipart-hyundai-motor-company-car-hyundai-i30-hyundai-tucson-car-logo-emblem-trademark-thumbnail.png,NY,New York,40.6943,-73.9249,AC,120V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
101,117,Nissan Leaf,85.0,41,Los Angeles,2024-01-05 20:00:00,2024-01-05 21:48:00,2.78221,25.4974,Morning,Saturday,7,DC Fast Charger,Commuter,NISSAN,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/727/223/png-clipart-nissan-navara-car-nissan-quest-nissan-juke-nissan-text-trademark-thumbnail.png,CA,California,34.1139,-118.407,DC,480V,CCS1,https://www.power-sonic.com/blog/ev-charging-connector-types/
102,119,Tesla Model 3,50.0,15,Chicago,2024-01-05 22:00:00,2024-01-06 01:49:00,3.46257,19.9151,Afternoon,Tuesday,7,DC Fast Charger,Commuter,TESLA,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/354/373/png-clipart-tesla-tesla-thumbnail.png,IL,Illinois,41.8373,-87.6862,DC,480V,CCS1,https://www.power-sonic.com/blog/ev-charging-connector-types/
103,121,Nissan Leaf,85.0,155,Los Angeles,2024-01-06 00:00:00,2024-01-06 03:25:00,1.42565,5.13866,Morning,Friday,6,Level 1,Commuter,NISSAN,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/727/223/png-clipart-nissan-navara-car-nissan-quest-nissan-juke-nissan-text-trademark-thumbnail.png,CA,California,34.1139,-118.407,AC,120V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
104,123,Hyundai Kona,62.0,209,Chicago,2024-01-06 02:00:00,2024-01-06 05:47:00,3.31837,19.913,Morning,Wednesday,3,DC Fast Charger,Casual Driver,HYUNDAI,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/78/359/png-clipart-hyundai-motor-company-car-hyundai-i30-hyundai-tucson-car-logo-emblem-trademark-thumbnail.png,IL,Illinois,41.8373,-87.6862,DC,480V,CCS1,https://www.power-sonic.com/blog/ev-charging-connector-types/
105,124,Chevy Bolt,50.0,320,Chicago,2024-01-06 03:00:00,2024-01-06 05:15:00,3.41687,34.7608,Night,Sunday,6,Level 1,Casual Driver,CHEVROLET,Battery Electric Vehicle (BEV),https://w7.pngwing.com/pngs/75/157/png-transparent-chevrolet-silverado-general-motors-car-logo-chevrolet-angle-emblem-logo-thumbnail.png,IL,Illinois,41.8373,-87.6862,AC,120V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
106,125,Tesla Model 3,75.0,494,Houston,2024-01-06 04:00:00,2024-01-06 07:42:00,3.19001,28.9987,Evening,Friday,2,Level 1,Long-Distance Traveler,TESLA,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/354/373/png-clipart-tesla-tesla-thumbnail.png,TX,Texas,29.7863,-95.3889,AC,120V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
107,126,BMW i3,85.0,187,New York,2024-01-06 05:00:00,2024-01-06 06:29:00,1.29185,20.8631,Afternoon,Friday,1,Level 1,Casual Driver,BMW,Plug-in Hybrid Electric Vehicle (PHEV),https://e7.pngegg.com/pngimages/996/945/png-clipart-bmw-car-logo-bmw-logo-trademark-logo-thumbnail.png,NY,New York,40.6943,-73.9249,AC,120V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
108,127,Hyundai Kona,100.0,498,New York,2024-01-06 06:00:00,2024-01-06 07:15:00,3.6239,29.1176,Afternoon,Monday,1,DC Fast Charger,Casual Driver,HYUNDAI,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/78/359/png-clipart-hyundai-motor-company-car-hyundai-i30-hyundai-tucson-car-logo-emblem-trademark-thumbnail.png,NY,New York,40.6943,-73.9249,DC,480V,CCS1,https://www.power-sonic.com/blog/ev-charging-connector-types/
109,128,BMW i3,85.0,442,San Francisco,2024-01-06 07:00:00,2024-01-06 08:05:00,2.57873,27.6661,Evening,Tuesday,2,DC Fast Charger,Long-Distance Traveler,BMW,Plug-in Hybrid Electric Vehicle (PHEV),https://e7.pngegg.com/pngimages/996/945/png-clipart-bmw-car-logo-bmw-logo-trademark-logo-thumbnail.png,CA,California,37.7562,-122.443,DC,480V,CCS1,https://www.power-sonic.com/blog/ev-charging-connector-types/
110,129,Hyundai Kona,93.2738,130,Los Angeles,2024-01-06 08:00:00,2024-01-06 11:35:00,3.14065,32.1367,Afternoon,Wednesday,2,DC Fast Charger,Long-Distance Traveler,HYUNDAI,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/78/359/png-clipart-hyundai-motor-company-car-hyundai-i30-hyundai-tucson-car-logo-emblem-trademark-thumbnail.png,CA,California,34.1139,-118.407,DC,480V,CCS1,https://www.power-sonic.com/blog/ev-charging-connector-types/
111,130,Hyundai Kona,50.0,127,Houston,2024-01-06 09:00:00,2024-01-06 12:53:00,3.53675,23.3679,Night,Tuesday,4,Level 1,Commuter,HYUNDAI,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/78/359/png-clipart-hyundai-motor-company-car-hyundai-i30-hyundai-tucson-car-logo-emblem-trademark-thumbnail.png,TX,Texas,29.7863,-95.3889,AC,120V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
